feature,importance_mean,importance_std
moisture_stress,0.30999999999999994,0.02821051813301792
Soil_Moisture,0.28625,0.028139656674838424
humidity_stress,0.005416666666666648,0.004947642536265781
moisture_temp_interaction,0.0020833333333333147,0.009727181274940643
